TF_	TF_information	target	Target_info	interaction_type
SRF	TF	KPNA1	Tar	Unknown
SRF	TF	KPNB1	Tar	Unknown
SRF	TF	LMO7	Tar	Unknown
SRF	TF	MCL1	Tar	Unknown
SRF	TF	MMP14	Tar	Activation
SRF	TF	MMP2	Tar	Activation
SRF	TF	MMP9	Tar	Unknown
SRF	TF	MYL9	Tar	Unknown
SRF	TF	PLAU	Tar	Activation
SRF	TF	PLG	Tar	Activation
SRF	TF	PRRX1	Tar	Unknown
SRF	TF	SAMD4A	Tar	Activation
SRF	TF	SERPINE1	Tar	Repression
SRF	TF	SMN1	Tar	Activation
SRF	TF	TAGLN	Tar	Activation
SRF	TF	UBE2S	Tar	Activation
SRSF1	TF	MYC	Tar	Unknown
SRSF1	TF	NFKB1	Tar	Repression
SRY	TF	ETV2	Tar	Activation
SRY	TF	NFKBIB	Tar	Unknown
SRY	TF	PROM1	Tar	Unknown
SRY	TF	SOX9	Tar	Activation
SRY	TF	SOX9	Tar	Unknown
SRY	TF	TH	Tar	Unknown
SRY	TF	WDR5	Tar	Activation
SSB	TF	HAP1	Tar	Repression
SSB	TF	LAMB1	Tar	Activation
SSB	TF	XIAP	Tar	Unknown
SSX2	TF	MMP2	Tar	Unknown
STAT1	TF	ACAT1	Tar	Unknown
STAT1	TF	APP	Tar	Unknown
STAT1	TF	BAX	Tar	Unknown
STAT1	TF	CCL2	Tar	Unknown
STAT1	TF	CCL3	Tar	Activation
STAT1	TF	CCR1	Tar	Activation
STAT1	TF	CD22	Tar	Activation
STAT1	TF	CD40	Tar	Activation
STAT1	TF	CD40LG	Tar	Activation
STAT1	TF	CD86	Tar	Unknown
STAT1	TF	CDKN1A	Tar	Activation
STAT1	TF	CEBPE	Tar	Activation
STAT1	TF	CFTR	Tar	Activation
STAT1	TF	CFTR	Tar	Repression
STAT1	TF	CHAT	Tar	Unknown
STAT1	TF	CIITA	Tar	Activation
STAT1	TF	CIITA	Tar	Unknown
STAT1	TF	CTSB	Tar	Unknown
STAT1	TF	CTSL	Tar	Unknown
STAT1	TF	CXCL10	Tar	Repression
STAT1	TF	CXCL10	Tar	Unknown
STAT1	TF	EDN1	Tar	Activation
STAT1	TF	EGFR	Tar	Unknown
STAT1	TF	FAS	Tar	Unknown
STAT1	TF	FCGR1A	Tar	Unknown
STAT1	TF	FCGRT	Tar	Repression
STAT1	TF	FGF2	Tar	Activation
STAT1	TF	FGF2	Tar	Repression
STAT1	TF	FGFR3	Tar	Repression
STAT1	TF	FOXP3	Tar	Unknown
STAT1	TF	GAST	Tar	Activation
STAT1	TF	GAST	Tar	Unknown
STAT1	TF	GLS	Tar	Unknown
STAT1	TF	HLA-E	Tar	Unknown
STAT1	TF	HMOX1	Tar	Activation
STAT1	TF	HSP90AA1	Tar	Repression
STAT1	TF	ICAM1	Tar	Activation
STAT1	TF	IFIT3	Tar	Unknown
STAT1	TF	IFNA1	Tar	Repression
STAT1	TF	IFNA1	Tar	Unknown
STAT1	TF	IFNB1	Tar	Repression
STAT1	TF	IFNG	Tar	Activation
STAT1	TF	IFNG	Tar	Repression
STAT1	TF	IFNG	Tar	Unknown
STAT1	TF	IFNLR1	Tar	Unknown
STAT1	TF	IL10	Tar	Unknown
STAT1	TF	IL1B	Tar	Activation
STAT1	TF	IL1R1	Tar	Unknown
STAT1	TF	IL27	Tar	Unknown
STAT1	TF	IL2RA	Tar	Unknown
STAT1	TF	IL6	Tar	Repression
STAT1	TF	IRF1	Tar	Activation
STAT1	TF	IRF1	Tar	Repression
STAT1	TF	IRF1	Tar	Unknown
STAT1	TF	IRF7	Tar	Activation
STAT1	TF	IRF8	Tar	Activation
STAT1	TF	IVL	Tar	Repression
STAT1	TF	JAK2	Tar	Activation
STAT1	TF	KRT17	Tar	Activation
STAT1	TF	LCN2	Tar	Unknown
STAT1	TF	LY96	Tar	Activation
STAT1	TF	MMP13	Tar	Repression
STAT1	TF	MMP9	Tar	Repression
STAT1	TF	MUC1	Tar	Activation
STAT1	TF	MUC4	Tar	Activation
STAT1	TF	MVP	Tar	Activation
STAT1	TF	NOS2	Tar	Activation
STAT1	TF	NOS2	Tar	Unknown
STAT1	TF	NOX1	Tar	Unknown
STAT1	TF	NOX4	Tar	Unknown
STAT1	TF	NOX5	Tar	Activation
STAT1	TF	NR1H4	Tar	Repression
STAT1	TF	OPRM1	Tar	Activation
STAT1	TF	PIM1	Tar	Unknown
STAT1	TF	PLSCR1	Tar	Unknown
STAT1	TF	PML	Tar	Activation
STAT1	TF	PML	Tar	Unknown
STAT1	TF	PPARA	Tar	Activation
STAT1	TF	PRKCE	Tar	Repression
STAT1	TF	PSMB9	Tar	Unknown
STAT1	TF	PTGS2	Tar	Activation
STAT1	TF	PTGS2	Tar	Unknown
STAT1	TF	S100A10	Tar	Activation
STAT1	TF	SCARB1	Tar	Unknown
STAT1	TF	SMARCA4	Tar	Unknown
STAT1	TF	SOCS3	Tar	Unknown
STAT1	TF	STAT2	Tar	Activation
STAT1	TF	STAT3	Tar	Unknown
STAT1	TF	TAP1	Tar	Unknown
STAT1	TF	TBX21	Tar	Unknown
STAT1	TF	TIMP1	Tar	Unknown
STAT1	TF	TLR3	Tar	Activation
STAT1	TF	TNFSF13B	Tar	Unknown
STAT1	TF	TP53	Tar	Activation
STAT1	TF	TP53	Tar	Unknown
STAT1	TF	UPP1	Tar	Activation
STAT1	TF	VIP	Tar	Unknown
STAT1	TF	XAF1	Tar	Unknown
STAT2	TF	CCL2	Tar	Unknown
STAT2	TF	IFIT3	Tar	Unknown
STAT2	TF	IFNA1	Tar	Unknown
STAT2	TF	IRF1	Tar	Activation
STAT2	TF	NOS2	Tar	Activation
STAT2	TF	PML	Tar	Unknown
STAT2	TF	PTGS2	Tar	Activation
STAT2	TF	RCAN1	Tar	Unknown
STAT2	TF	SCARB1	Tar	Unknown
STAT2	TF	SCARB2	Tar	Unknown
STAT2	TF	STAT1	Tar	Unknown
STAT3	TF	A2M	Tar	Unknown
STAT3	TF	ABCA1	Tar	Unknown
STAT3	TF	AKAP12	Tar	Activation
STAT3	TF	AKT1	Tar	Unknown
STAT3	TF	AR	Tar	Unknown
STAT3	TF	BCL2	Tar	Activation
STAT3	TF	BCL2	Tar	Repression
STAT3	TF	BCL2	Tar	Unknown
STAT3	TF	BCL2L1	Tar	Activation
STAT3	TF	BCL2L1	Tar	Repression
STAT3	TF	BCL2L1	Tar	Unknown
STAT3	TF	BCL6	Tar	Activation
STAT3	TF	BIRC5	Tar	Activation
STAT3	TF	BIRC5	Tar	Unknown
STAT3	TF	CCL11	Tar	Activation
STAT3	TF	CCL11	Tar	Unknown
STAT3	TF	CCL2	Tar	Activation
STAT3	TF	CCND1	Tar	Activation
STAT3	TF	CCND1	Tar	Repression
STAT3	TF	CCND1	Tar	Unknown
STAT3	TF	CCND2	Tar	Unknown
STAT3	TF	CCND3	Tar	Activation
STAT3	TF	CD46	Tar	Activation
STAT3	TF	CDH1	Tar	Unknown
STAT3	TF	CDK4	Tar	Activation
STAT3	TF	CDKN1A	Tar	Activation
STAT3	TF	CDKN1A	Tar	Unknown
STAT3	TF	CDKN1B	Tar	Unknown
STAT3	TF	CFB	Tar	Activation
STAT3	TF	CFLAR	Tar	Unknown
STAT3	TF	CHI3L1	Tar	Activation
STAT3	TF	CISH	Tar	Activation
STAT3	TF	COPS5	Tar	Unknown
STAT3	TF	CRP	Tar	Activation
STAT3	TF	CRP	Tar	Unknown
STAT3	TF	CSRP1	Tar	Activation
STAT3	TF	CSRP1	Tar	Unknown
STAT3	TF	CTGF	Tar	Repression
STAT3	TF	CXCL8	Tar	Unknown
STAT3	TF	CYP19A1	Tar	Unknown
STAT3	TF	CYR61	Tar	Unknown
STAT3	TF	DDIT3	Tar	Repression
STAT3	TF	DIRAS3	Tar	Unknown
STAT3	TF	DNMT1	Tar	Activation
STAT3	TF	DNMT1	Tar	Unknown
STAT3	TF	EGFR	Tar	Activation
STAT3	TF	EPAS1	Tar	Unknown
STAT3	TF	ESR2	Tar	Activation
STAT3	TF	ETV6	Tar	Activation
STAT3	TF	F2R	Tar	Activation
STAT3	TF	FAAH	Tar	Activation
STAT3	TF	FAS	Tar	Activation
STAT3	TF	FAS	Tar	Repression
STAT3	TF	FGF1	Tar	Repression
STAT3	TF	FGF2	Tar	Activation
STAT3	TF	FGF2	Tar	Unknown
STAT3	TF	FGG	Tar	Activation
STAT3	TF	FGL1	Tar	Unknown
STAT3	TF	FLT3	Tar	Activation
STAT3	TF	FOS	Tar	Activation
STAT3	TF	GAST	Tar	Activation
STAT3	TF	GAST	Tar	Unknown
STAT3	TF	GFAP	Tar	Activation
STAT3	TF	GFAP	Tar	Unknown
STAT3	TF	GREB1	Tar	Unknown
STAT3	TF	HAMP	Tar	Activation
STAT3	TF	HAMP	Tar	Unknown
STAT3	TF	HGF	Tar	Activation
STAT3	TF	HGF	Tar	Unknown
STAT3	TF	HIF1A	Tar	Activation
STAT3	TF	HIF1A	Tar	Unknown
STAT3	TF	HMOX1	Tar	Activation
STAT3	TF	HP	Tar	Unknown
STAT3	TF	HSPA4	Tar	Activation
STAT3	TF	HSPB1	Tar	Activation
STAT3	TF	ICAM1	Tar	Unknown
STAT3	TF	IFNAR1	Tar	Activation
STAT3	TF	IFNG	Tar	Repression
STAT3	TF	IKBKE	Tar	Activation
STAT3	TF	IL10	Tar	Activation
STAT3	TF	IL10	Tar	Unknown
STAT3	TF	IL11	Tar	Unknown
STAT3	TF	IL1RN	Tar	Activation
STAT3	TF	IL2	Tar	Activation
STAT3	TF	IL21	Tar	Activation
STAT3	TF	IL2RA	Tar	Unknown
STAT3	TF	IL6	Tar	Activation
STAT3	TF	IL6	Tar	Repression
STAT3	TF	IL6	Tar	Unknown
STAT3	TF	IRF1	Tar	Activation
STAT3	TF	IRF1	Tar	Unknown
STAT3	TF	JAK2	Tar	Activation
STAT3	TF	JAK2	Tar	Unknown
STAT3	TF	JUNB	Tar	Activation
STAT3	TF	KLF11	Tar	Activation
STAT3	TF	KRT17	Tar	Activation
STAT3	TF	LCAT	Tar	Unknown
STAT3	TF	LEP	Tar	Activation
STAT3	TF	LGALS3BP	Tar	Repression
STAT3	TF	LTBP1	Tar	Repression
STAT3	TF	MCL1	Tar	Activation
STAT3	TF	MCL1	Tar	Repression
STAT3	TF	MCL1	Tar	Unknown
STAT3	TF	MDC1	Tar	Unknown
STAT3	TF	MICA	Tar	Repression
STAT3	TF	MMP1	Tar	Unknown
STAT3	TF	MMP10	Tar	Unknown
STAT3	TF	MMP14	Tar	Unknown
STAT3	TF	MMP2	Tar	Activation
STAT3	TF	MMP2	Tar	Repression
STAT3	TF	MMP2	Tar	Unknown
STAT3	TF	MMP3	Tar	Unknown
STAT3	TF	MMP7	Tar	Activation
STAT3	TF	MMP7	Tar	Repression
STAT3	TF	MMP9	Tar	Repression
STAT3	TF	MUC1	Tar	Activation
STAT3	TF	MUC4	Tar	Activation
STAT3	TF	MUC4	Tar	Unknown
STAT3	TF	MUC5B	Tar	Unknown
STAT3	TF	MYC	Tar	Activation
STAT3	TF	MYC	Tar	Repression
STAT3	TF	MYC	Tar	Unknown
STAT3	TF	MYD88	Tar	Unknown
STAT3	TF	NANOG	Tar	Activation
STAT3	TF	NLK	Tar	Unknown
STAT3	TF	NME1	Tar	Activation
STAT3	TF	NOX1	Tar	Unknown
STAT3	TF	NOX4	Tar	Unknown
STAT3	TF	NOX5	Tar	Activation
STAT3	TF	NR2C2	Tar	Unknown
STAT3	TF	OAS1	Tar	Repression
STAT3	TF	OPRM1	Tar	Activation
STAT3	TF	OSM	Tar	Activation
STAT3	TF	PAX3	Tar	Repression
STAT3	TF	PGF	Tar	Repression
STAT3	TF	PHB	Tar	Unknown
STAT3	TF	PIAS3	Tar	Activation
STAT3	TF	PIM1	Tar	Activation
STAT3	TF	PIM1	Tar	Unknown
STAT3	TF	POU2F1	Tar	Unknown
STAT3	TF	PPARA	Tar	Activation
STAT3	TF	PRDM1	Tar	Activation
STAT3	TF	PRDM1	Tar	Unknown
STAT3	TF	PROS1	Tar	Unknown
STAT3	TF	PSMB5	Tar	Activation
STAT3	TF	PTEN	Tar	Activation
STAT3	TF	PTGS2	Tar	Activation
STAT3	TF	PTGS2	Tar	Unknown
STAT3	TF	PTPN13	Tar	Activation
STAT3	TF	PTPN6	Tar	Repression
STAT3	TF	PTPN6	Tar	Unknown
STAT3	TF	ROR1	Tar	Unknown
STAT3	TF	S100A11	Tar	Activation
STAT3	TF	S1PR1	Tar	Activation
STAT3	TF	SAA1	Tar	Unknown
STAT3	TF	SALL4	Tar	Activation
STAT3	TF	SHH	Tar	Activation
STAT3	TF	SOCS1	Tar	Activation
STAT3	TF	SOCS3	Tar	Activation
STAT3	TF	SOCS3	Tar	Unknown
STAT3	TF	STAT1	Tar	Activation
STAT3	TF	STK11	Tar	Unknown
STAT3	TF	STS	Tar	Activation
STAT3	TF	TERT	Tar	Activation
STAT3	TF	TGFB1	Tar	Activation
STAT3	TF	TIMP1	Tar	Activation
STAT3	TF	TIMP1	Tar	Unknown
STAT3	TF	TNFRSF10B	Tar	Repression
STAT3	TF	TP53	Tar	Unknown
STAT3	TF	TP63	Tar	Activation
STAT3	TF	TRH	Tar	Unknown
STAT3	TF	TWIST1	Tar	Unknown
STAT3	TF	TWIST1	Tar	Activation
STAT3	TF	TWIST1	Tar	Unknown
STAT3	TF	TWIST2	Tar	Unknown
STAT3	TF	TYK2	Tar	Repression
STAT3	TF	UCP2	Tar	Repression
STAT3	TF	USP7	Tar	Repression
STAT3	TF	VDR	Tar	Repression
STAT3	TF	VEGFA	Tar	Unknown
STAT3	TF	VEGFA	Tar	Activation
STAT3	TF	VEGFA	Tar	Repression
STAT3	TF	VEGFA	Tar	Unknown
STAT3	TF	VEGFB	Tar	Unknown
STAT3	TF	ZFP36	Tar	Activation
STAT4	TF	IFNG	Tar	Unknown
STAT4	TF	IL2RA	Tar	Unknown
STAT4	TF	IRF1	Tar	Unknown
STAT4	TF	MYC	Tar	Activation
STAT4	TF	NOX1	Tar	Unknown
STAT4	TF	NOX4	Tar	Unknown
STAT4	TF	PIM1	Tar	Unknown
STAT4	TF	PRF1	Tar	Activation
STAT4	TF	S100A4	Tar	Activation
STAT4	TF	SOCS3	Tar	Repression
STAT4	TF	TBX21	Tar	Unknown
STAT5	TF	BCL6	Tar	Repression
STAT5A	TF	BCL2L1	Tar	Unknown
STAT5A	TF	BCL6	Tar	Repression
STAT5A	TF	CCND1	Tar	Unknown
STAT5A	TF	CCND2	Tar	Repression
STAT5A	TF	CDKN2B	Tar	Repression
STAT5A	TF	CEL	Tar	Unknown
STAT5A	TF	CSN2	Tar	Unknown
STAT5A	TF	ESR1	Tar	Unknown
STAT5A	TF	HRH1	Tar	Unknown
STAT5A	TF	IFNG	Tar	Activation
STAT5A	TF	SP1	Tar	Unknown
STAT5A	TF	STK11	Tar	Unknown
STAT5A	TF	SUMO1	Tar	Repression
STAT5B	TF	BCL2L1	Tar	Activation
STAT5B	TF	BCL6	Tar	Repression
STAT5B	TF	CCND1	Tar	Unknown
STAT5B	TF	CEL	Tar	Unknown
STAT5B	TF	ESR1	Tar	Unknown
STAT5B	TF	ESR2	Tar	Unknown
STAT5B	TF	IFNG	Tar	Unknown
STAT5B	TF	IGF1	Tar	Activation
STAT6	TF	ADRA2B	Tar	Unknown
STAT6	TF	ALOX12	Tar	Unknown
STAT6	TF	ALOX15	Tar	Activation
STAT6	TF	ALOX15	Tar	Unknown
STAT6	TF	CCL11	Tar	Activation
STAT6	TF	CCL11	Tar	Repression
STAT6	TF	CCL11	Tar	Unknown
STAT6	TF	CCL17	Tar	Activation
STAT6	TF	CCL26	Tar	Activation
STAT6	TF	CCL26	Tar	Unknown
STAT6	TF	CD40	Tar	Unknown
STAT6	TF	CISH	Tar	Unknown
STAT6	TF	CNR1	Tar	Activation
STAT6	TF	COL1A1	Tar	Activation
STAT6	TF	COL1A2	Tar	Activation
STAT6	TF	CXCL8	Tar	Unknown
STAT6	TF	CYP2E1	Tar	Activation
STAT6	TF	CYSLTR1	Tar	Unknown
STAT6	TF	DUSP1	Tar	Unknown
STAT6	TF	EGLN3	Tar	Unknown
STAT6	TF	FCER2	Tar	Activation
STAT6	TF	FOS	Tar	Activation
STAT6	TF	FOS	Tar	Unknown
STAT6	TF	FOSB	Tar	Unknown
STAT6	TF	HSD3B2	Tar	Activation
STAT6	TF	IL13	Tar	Unknown
STAT6	TF	IL1R1	Tar	Activation
STAT6	TF	IL4	Tar	Activation
STAT6	TF	IL4	Tar	Unknown
STAT6	TF	IRF4	Tar	Unknown
STAT6	TF	ITGA2B	Tar	Unknown
STAT6	TF	OPRM1	Tar	Unknown
STAT6	TF	ORMDL3	Tar	Unknown
STAT6	TF	PTGS2	Tar	Activation
STAT6	TF	RHOA	Tar	Activation
STAT6	TF	SELE	Tar	Repression
STAT6	TF	SELP	Tar	Activation
STAT6	TF	SIDT1	Tar	Unknown
STAT6	TF	SLC26A4	Tar	Activation
STAT6	TF	SOCS1	Tar	Unknown
STAT6	TF	STAT1	Tar	Repression
STAT6	TF	TLR4	Tar	Repression
SUGP1	TF	IL1B	Tar	Activation
SUPT3H	TF	NEDD4L	Tar	Activation
SUZ12	TF	HOXA9	Tar	Unknown
SUZ12	TF	IGF2	Tar	Unknown
SUZ12	TF	SNAI2	Tar	Repression
SUZ12	TF	TWIST1	Tar	Repression
TAF1	TF	AR	Tar	Activation
TAF1	TF	CDKN1A	Tar	Activation
TAF1	TF	LRIG2	Tar	Unknown
TAF1	TF	SRC	Tar	Unknown
TAF1	TF	TBP	Tar	Unknown
TAF4	TF	ATF7	Tar	Repression
TAF4	TF	CDKN1A	Tar	Unknown
TAF5	TF	CDKN1A	Tar	Unknown
TAL1	TF	ALDH1A2	Tar	Activation
TAL1	TF	ANGPT2	Tar	Unknown
TAL1	TF	CD34	Tar	Repression
TAL1	TF	EPOR	Tar	Unknown
TAL1	TF	ERG	Tar	Activation
TAL1	TF	KRT7	Tar	Unknown
TAL1	TF	MYB	Tar	Activation
TAL1	TF	MYCN	Tar	Activation
TAL1	TF	NFKB1	Tar	Repression
TAL1	TF	TERT	Tar	Unknown
TBC1D22A	TF	ACBD3	Tar	Unknown
TBL1X	TF	MYC	Tar	Unknown
TBP	TF	APP	Tar	Unknown
TBP	TF	BCL2	Tar	Repression
TBP	TF	BDKRB1	Tar	Unknown
TBP	TF	CCNB1	Tar	Unknown
TBP	TF	CDKN1A	Tar	Unknown
TBP	TF	CRP	Tar	Unknown
TBP	TF	E2F1	Tar	Unknown
TBP	TF	FOS	Tar	Activation
TBP	TF	FUS	Tar	Repression
TBP	TF	IGFBP4	Tar	Unknown
TBP	TF	IL6	Tar	Repression
TBP	TF	LIN28B	Tar	Activation
TBP	TF	MYC	Tar	Unknown
TBP	TF	NF1	Tar	Repression
TBP	TF	PPBP	Tar	Unknown
TBPL1	TF	NF1	Tar	Activation
TBR1	TF	RELN	Tar	Unknown
TBX2	TF	CDKN1A	Tar	Repression
TBX2	TF	CDKN2A	Tar	Repression
TBX20	TF	FGF10	Tar	Unknown
TBX21	TF	CCR4	Tar	Repression
TBX21	TF	CHST4	Tar	Activation
TBX21	TF	CXCR3	Tar	Activation
TBX21	TF	FUT7	Tar	Unknown
TBX21	TF	GATA3	Tar	Unknown
TBX21	TF	IFNG	Tar	Activation
TBX21	TF	IFNG	Tar	Unknown
TBX21	TF	IL10	Tar	Unknown
TBX21	TF	IL13	Tar	Repression
TBX21	TF	IL4	Tar	Repression
TBX21	TF	IL4	Tar	Unknown
TBX21	TF	NELFCD	Tar	Unknown
TBX21	TF	PTGDR2	Tar	Repression
TBX21	TF	YY1	Tar	Unknown
TBX3	TF	CDKN1A	Tar	Repression
TBX3	TF	CDKN2A	Tar	Repression
TBX5	TF	CDKN2A	Tar	Activation
TBX5	TF	GJA5	Tar	Activation
TBX5	TF	ITGA9	Tar	Unknown
TBX5	TF	MYH6	Tar	Unknown
TBX5	TF	NPPA	Tar	Activation
TCF12	TF	CDH1	Tar	Repression
TCF19	TF	CCNE1	Tar	Repression
TCF3	TF	AICDA	Tar	Unknown
TCF3	TF	BBC3	Tar	Repression
TCF3	TF	BTS1	Tar	Unknown
TCF3	TF	CD4	Tar	Unknown
TCF3	TF	CDH1	Tar	Repression
TCF3	TF	CDK6	Tar	Repression
TCF3	TF	CDKN1A	Tar	Activation
TCF3	TF	CDKN1A	Tar	Unknown
TCF3	TF	CR2	Tar	Activation
TCF3	TF	EXO1	Tar	Repression
TCF3	TF	IL5RA	Tar	Unknown
TCF3	TF	INS	Tar	Unknown
TCF3	TF	MYC	Tar	Activation
TCF3	TF	MYC	Tar	Repression
TCF3	TF	POU5F1	Tar	Repression
TCF3	TF	RAG1	Tar	Unknown
TCF4	TF	ABCB1	Tar	Activation
TCF4	TF	BCL2	Tar	Unknown
TCF4	TF	BIRC5	Tar	Unknown
TCF4	TF	CCND1	Tar	Activation
TCF4	TF	CCND1	Tar	Unknown
TCF4	TF	CD44	Tar	Unknown
TCF4	TF	CLEC4C	Tar	Activation
TCF4	TF	CNTNAP2	Tar	Activation
TCF4	TF	DEFA5	Tar	Unknown
TCF4	TF	DEFA6	Tar	Unknown
TCF4	TF	FST	Tar	Unknown
TCF4	TF	HECA	Tar	Repression
TCF4	TF	JUN	Tar	Unknown
TCF4	TF	KLF4	Tar	Unknown
TCF4	TF	LGR5	Tar	Unknown
TCF4	TF	MITF	Tar	Repression
TCF4	TF	MYC	Tar	Activation
TCF4	TF	MYC	Tar	Unknown
TCF4	TF	NOTUM	Tar	Activation
TCF4	TF	NRXN1	Tar	Activation
TCF4	TF	PLD1	Tar	Activation
TCF4	TF	PTEN	Tar	Repression
TCF4	TF	SKP2	Tar	Unknown
TCF4	TF	VCAN	Tar	Unknown
TCF4	TF	VEGFA	Tar	Activation
TCF4	TF	VIM	Tar	Activation
TCF4	TF	WNT4	Tar	Unknown
TCF7	TF	SNAI2	Tar	Unknown
TCF7L2	TF	ABCB1	Tar	Unknown
TCF7L2	TF	ACVRL1	Tar	Unknown
TCF7L2	TF	BIRC5	Tar	Activation
TCF7L2	TF	CTNNB1	Tar	Unknown
TCF7L2	TF	GATA3	Tar	Unknown
TCF7L2	TF	GLCE	Tar	Unknown
TCF7L2	TF	HECA	Tar	Repression
TCF7L2	TF	WWC1	Tar	Unknown
TCF7L2	TF	PTGS2	Tar	Unknown
TCF7L2	TF	SNAI2	Tar	Unknown
TCF7L2	TF	STARD7	Tar	Activation
TCF7L2	TF	STAT3	Tar	Unknown
TCFL5	TF	CD2	Tar	Repression
TEAD1	TF	ATP6V0A2	Tar	Activation
TEAD1	TF	MSLN	Tar	Activation
TEAD1	TF	NAIP	Tar	Unknown
TEAD1	TF	PAX3	Tar	Unknown
TEAD1	TF	SRF	Tar	Unknown
TEAD4	TF	VEGFA	Tar	Repression
TEF	TF	ALB	Tar	Activation
TEF	TF	DBP	Tar	Unknown
TEF	TF	NPPB	Tar	Unknown
TFAP2A	TF	ACHE	Tar	Repression
TFAP2A	TF	ADM	Tar	Unknown
TFAP2A	TF	ADRA1A	Tar	Unknown
TFAP2A	TF	ADRA2B	Tar	Unknown
TFAP2A	TF	APP	Tar	Unknown
TFAP2A	TF	BACE1	Tar	Unknown
TFAP2A	TF	BCL2	Tar	Repression
TFAP2A	TF	BRS3	Tar	Activation
TFAP2A	TF	CCNB1	Tar	Unknown
TFAP2A	TF	CD82	Tar	Activation
TFAP2A	TF	CDH1	Tar	Activation
TFAP2A	TF	CDH1	Tar	Repression
TFAP2A	TF	CDKN1A	Tar	Activation
TFAP2A	TF	CDKN1A	Tar	Repression
TFAP2A	TF	CDKN1A	Tar	Unknown
TFAP2A	TF	CFTR	Tar	Unknown
TFAP2A	TF	CGA	Tar	Unknown
TFAP2A	TF	CGB3	Tar	Unknown
TFAP2A	TF	COL1A1	Tar	Unknown
TFAP2A	TF	CRABP2	Tar	Activation
TFAP2A	TF	CRX	Tar	Unknown
TFAP2A	TF	CRYAB	Tar	Activation
TFAP2A	TF	CSH1	Tar	Unknown
TFAP2A	TF	CYP11A1	Tar	Unknown
TFAP2A	TF	DBH	Tar	Unknown
TFAP2A	TF	DCBLD2	Tar	Activation
TFAP2A	TF	DCBLD2	Tar	Unknown
TFAP2A	TF	ECM1	Tar	Activation
TFAP2A	TF	EGFR	Tar	Unknown
TFAP2A	TF	ERBB2	Tar	Unknown
TFAP2A	TF	ETS1	Tar	Activation
TFAP2A	TF	F2R	Tar	Unknown
TFAP2A	TF	FAS	Tar	Unknown
TFAP2A	TF	FOXA1	Tar	Unknown
TFAP2A	TF	GALNT3	Tar	Unknown
TFAP2A	TF	GAST	Tar	Unknown
TFAP2A	TF	GPX4	Tar	Unknown
TFAP2A	TF	GUSB	Tar	Unknown
TFAP2A	TF	HGF	Tar	Repression
TFAP2A	TF	HIP1	Tar	Unknown
TFAP2A	TF	HMOX1	Tar	Unknown
TFAP2A	TF	HOXA4	Tar	Repression
TFAP2A	TF	HSD17B1	Tar	Repression
TFAP2A	TF	HSD17B1	Tar	Unknown
TFAP2A	TF	HTT	Tar	Unknown
TFAP2A	TF	IGFBP5	Tar	Activation
TFAP2A	TF	IMPDH2	Tar	Unknown
TFAP2A	TF	KISS1	Tar	Activation
TFAP2A	TF	KIT	Tar	Unknown
TFAP2A	TF	KLF12	Tar	Repression
TFAP2A	TF	KRT5	Tar	Activation
TFAP2A	TF	L1CAM	Tar	Unknown
TFAP2A	TF	LNPEP	Tar	Activation
TFAP2A	TF	MCAM	Tar	Repression
TFAP2A	TF	MMP2	Tar	Unknown
TFAP2A	TF	MMP9	Tar	Activation
TFAP2A	TF	MMP9	Tar	Repression
TFAP2A	TF	MPG	Tar	Unknown
TFAP2A	TF	MUC4	Tar	Repression
TFAP2A	TF	MUC4	Tar	Unknown
TFAP2A	TF	NME3	Tar	Activation
TFAP2A	TF	NR3C1	Tar	Activation
TFAP2A	TF	OAT	Tar	Unknown
TFAP2A	TF	PLAUR	Tar	Unknown
TFAP2A	TF	POLD2	Tar	Unknown
TFAP2A	TF	PRKCA	Tar	Activation
TFAP2A	TF	PTEN	Tar	Activation
TFAP2A	TF	PTGS2	Tar	Unknown
TFAP2A	TF	PVR	Tar	Unknown
TFAP2A	TF	SLC19A1	Tar	Activation
TFAP2A	TF	SNAP91	Tar	Unknown
TFAP2A	TF	SOD2	Tar	Unknown
TFAP2A	TF	SPRY2	Tar	Unknown
TFAP2A	TF	SULT1E1	Tar	Activation
TFAP2A	TF	TAF7	Tar	Activation
TFAP2A	TF	TH	Tar	Unknown
TFAP2A	TF	TIMP2	Tar	Unknown
TFAP2A	TF	VEGFA	Tar	Activation
TFAP2A	TF	VEGFA	Tar	Unknown
TFAP2B	TF	ADIPOQ	Tar	Repression
TFAP2B	TF	CRYAB	Tar	Activation
TFAP2B	TF	DRD1	Tar	Unknown
TFAP2B	TF	ERBB2	Tar	Unknown
TFAP2B	TF	PTGDS	Tar	Activation
TFAP2C	TF	CDKN1A	Tar	Repression
TFAP2C	TF	CRABP2	Tar	Activation
TFAP2C	TF	CSTA	Tar	Unknown
TFAP2C	TF	ECM1	Tar	Activation
TFAP2C	TF	ECM1	Tar	Unknown
TFAP2C	TF	ERBB2	Tar	Unknown
TFAP2C	TF	ESR1	Tar	Activation
TFAP2C	TF	GPX1	Tar	Activation
TFAP2C	TF	MMP2	Tar	Unknown
TFAP2C	TF	RET	Tar	Unknown
TFAP2C	TF	SULT1E1	Tar	Activation
TFAP4	TF	CDKN1A	Tar	Activation
TFAP4	TF	CLCN5	Tar	Unknown
TFAP4	TF	IFNG	Tar	Unknown
TFAP4	TF	MDM2	Tar	Repression
